dispositif,nombre_demandes_deposees,nombre_salaries_concernes,nombre_heures_demandees,nombre_etablissements_concernes,reg,libelle_region,code_section_nace17,libelle_section_nace17,date_maj
Activite Partielle,1660.00,7380.00,3448860.00,1540.00,27,Bourgogne-Franche-Comté,KZ,Act. financières et d'assurance,2020-06-23
Activite Partielle,755.00,3800.00,1312260.00,690.00,27,Bourgogne-Franche-Comté,LZ,Activités immobilières,2020-06-23
Activite Partielle,6215.00,84005.00,28284195.00,5655.00,27,Bourgogne-Franche-Comté,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-06-23
Activite Partielle,4345.00,40785.00,13059880.00,3930.00,27,Bourgogne-Franche-Comté,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-06-23
Activite Partielle,5700.00,26935.00,9142770.00,4940.00,27,Bourgogne-Franche-Comté,RU,Autres activités de services,2020-06-23
Activite Partielle,1220.00,6465.00,2925805.00,1140.00,53,Bretagne,AZ,"Agriculture, sylviculture et pêche",2020-06-23
Activite Partielle,1915.00,28090.00,12331560.00,1805.00,53,Bretagne,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-06-23
Activite Partielle,370.00,14820.00,6323850.00,325.00,53,Bretagne,C3,Fabr. d'équipements ; fabrication de machines,2020-06-23
Activite Partielle,175.00,11390.00,4059180.00,145.00,53,Bretagne,C4,Fabrication de matériels de transport,2020-06-23
Activite Partielle,2735.00,52460.00,23620735.00,2465.00,53,Bretagne,C5,Fabrication d'autres produits indus.,2020-06-23
Activite Partielle,430.00,5455.00,2238255.00,405.00,53,Bretagne,DE,Industries extractives,2020-06-23
Activite Partielle,8865.00,73360.00,39095385.00,8285.00,53,Bretagne,FZ,Construction,2020-06-23
Activite Partielle,14835.00,96480.00,47723780.00,13975.00,53,Bretagne,GZ,Commerce,2020-06-23
Activite Partielle,1670.00,37685.00,18952120.00,1545.00,53,Bretagne,HZ,Transports et entreposage,2020-06-23
Activite Partielle,8435.00,49165.00,24440940.00,7675.00,53,Bretagne,IZ,Hébergement et restauration,2020-06-23
Activite Partielle,995.00,12275.00,4823080.00,860.00,53,Bretagne,JZ,Information et communication,2020-06-23
Activite Partielle,1870.00,15450.00,5730525.00,1775.00,53,Bretagne,KZ,Act. financières et d'assurance,2020-06-23
Activite Partielle,1235.00,5495.00,2595150.00,1165.00,53,Bretagne,LZ,Activités immobilières,2020-06-23
Activite Partielle,8640.00,110430.00,41873480.00,7930.00,53,Bretagne,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-06-23
Activite Partielle,5155.00,42555.00,13137620.00,4690.00,53,Bretagne,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-06-23
Activite Partielle,7630.00,35870.00,12349295.00,6475.00,53,Bretagne,RU,Autres activités de services,2020-06-23
Activite Partielle,625.00,2490.00,876190.00,575.00,24,Centre-Val de Loire,AZ,"Agriculture, sylviculture et pêche",2020-06-23
Activite Partielle,1020.00,9765.00,4176965.00,975.00,24,Centre-Val de Loire,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-06-23
Activite Partielle,410.00,19825.00,8404365.00,350.00,24,Centre-Val de Loire,C3,Fabr. d'équipements ; fabrication de machines,2020-06-23
Activite Partielle,105.00,9270.00,3699625.00,90.00,24,Centre-Val de Loire,C4,Fabrication de matériels de transport,2020-06-23
Activite Partielle,2510.00,53020.00,23979840.00,2270.00,24,Centre-Val de Loire,C5,Fabrication d'autres produits indus.,2020-06-23
Activite Partielle,370.00,4880.00,1719850.00,345.00,24,Centre-Val de Loire,DE,Industries extractives,2020-06-23
Activite Partielle,6435.00,51945.00,24614500.00,6015.00,24,Centre-Val de Loire,FZ,Construction,2020-06-23
Activite Partielle,9990.00,66925.00,31713160.00,9395.00,24,Centre-Val de Loire,GZ,Commerce,2020-06-23
Activite Partielle,1540.00,33485.00,12237445.00,1415.00,24,Centre-Val de Loire,HZ,Transports et entreposage,2020-06-23
Activite Partielle,5210.00,30135.00,14857250.00,4690.00,24,Centre-Val de Loire,IZ,Hébergement et restauration,2020-06-23
Activite Partielle,590.00,5515.00,2073380.00,530.00,24,Centre-Val de Loire,JZ,Information et communication,2020-06-23
Activite Partielle,1265.00,6715.00,2411900.00,1175.00,24,Centre-Val de Loire,KZ,Act. financières et d'assurance,2020-06-23
Activite Partielle,750.00,3885.00,1549525.00,710.00,24,Centre-Val de Loire,LZ,Activités immobilières,2020-06-23
Activite Partielle,5735.00,83615.00,26942010.00,5265.00,24,Centre-Val de Loire,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-06-23
Activite Partielle,3725.00,31375.00,9896395.00,3390.00,24,Centre-Val de Loire,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-06-23
Activite Partielle,5590.00,25400.00,8091490.00,4795.00,24,Centre-Val de Loire,RU,Autres activités de services,2020-06-23
Activite Partielle,210.00,855.00,489990.00,205.00,94,Corse,AZ,"Agriculture, sylviculture et pêche",2020-06-23
Activite Partielle,295.00,1980.00,1158565.00,290.00,94,Corse,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-06-23
Activite Partielle,15.00,115.00,67155.00,15.00,94,Corse,C3,Fabr. d'équipements ; fabrication de machines,2020-06-23
Activite Partielle,5.00,245.00,219995.00,5.00,94,Corse,C4,Fabrication de matériels de transport,2020-06-23
Activite Partielle,295.00,1420.00,869545.00,290.00,94,Corse,C5,Fabrication d'autres produits indus.,2020-06-23
Activite Partielle,65.00,530.00,335595.00,55.00,94,Corse,DE,Industries extractives,2020-06-23
Activite Partielle,1910.00,11335.00,7359475.00,1855.00,94,Corse,FZ,Construction,2020-06-23
Activite Partielle,2335.00,12095.00,7249915.00,2285.00,94,Corse,GZ,Commerce,2020-06-23
Activite Partielle,360.00,4530.00,1995870.00,355.00,94,Corse,HZ,Transports et entreposage,2020-06-23
Activite Partielle,1705.00,9225.00,5943485.00,1660.00,94,Corse,IZ,Hébergement et restauration,2020-06-23
Activite Partielle,120.00,735.00,334805.00,110.00,94,Corse,JZ,Information et communication,2020-06-23
Activite Partielle,260.00,1115.00,581815.00,250.00,94,Corse,KZ,Act. financières et d'assurance,2020-06-23
Activite Partielle,285.00,845.00,520240.00,270.00,94,Corse,LZ,Activités immobilières,2020-06-23
Activite Partielle,1225.00,7700.00,4080160.00,1180.00,94,Corse,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-06-23
Activite Partielle,590.00,4895.00,1653740.00,565.00,94,Corse,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-06-23
Activite Partielle,780.00,2970.00,1686960.00,730.00,94,Corse,RU,Autres activités de services,2020-06-23
Activite Partielle,1415.00,5580.00,2474750.00,1355.00,44,Grand Est,AZ,"Agriculture, sylviculture et pêche",2020-06-23
Activite Partielle,2700.00,28730.00,12788545.00,2530.00,44,Grand Est,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-06-23
Activite Partielle,805.00,40915.00,19307705.00,720.00,44,Grand Est,C3,Fabr. d'équipements ; fabrication de machines,2020-06-23
Activite Partielle,225.00,46550.00,15766380.00,185.00,44,Grand Est,C4,Fabrication de matériels de transport,2020-06-23
Activite Partielle,5570.00,134655.00,63499900.00,4950.00,44,Grand Est,C5,Fabrication d'autres produits indus.,2020-06-23
Activite Partielle,875.00,11635.00,5648030.00,795.00,44,Grand Est,DE,Industries extractives,2020-06-23
Activite Partielle,14000.00,113255.00,56702500.00,12950.00,44,Grand Est,FZ,Construction,2020-06-23
Activite Partielle,24855.00,166610.00,87235245.00,23120.00,44,Grand Est,GZ,Commerce,2020-06-23
Activite Partielle,3295.00,74105.00,33386250.00,2980.00,44,Grand Est,HZ,Transports et entreposage,2020-06-23
Activite Partielle,12005.00,81475.00,40802320.00,10705.00,44,Grand Est,IZ,Hébergement et restauration,2020-06-23
Activite Partielle,1400.00,11685.00,4938350.00,1275.00,44,Grand Est,JZ,Information et communication,2020-06-23
Activite Partielle,2820.00,11865.00,4827125.00,2655.00,44,Grand Est,KZ,Act. financières et d'assurance,2020-06-23
Activite Partielle,1695.00,7610.00,3233565.00,1570.00,44,Grand Est,LZ,Activités immobilières,2020-06-23
Activite Partielle,12990.00,177025.00,59618995.00,11880.00,44,Grand Est,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-06-23
Activite Partielle,10065.00,93955.00,32382040.00,8965.00,44,Grand Est,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-06-23
Activite Partielle,10185.00,51800.00,19121180.00,8955.00,44,Grand Est,RU,Autres activités de services,2020-06-23
Activite Partielle,120.00,545.00,207645.00,110.00,01,Guadeloupe,AZ,"Agriculture, sylviculture et pêche",2020-06-23
Activite Partielle,435.00,2475.00,974585.00,390.00,01,Guadeloupe,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-06-23
Activite Partielle,45.00,180.00,77380.00,40.00,01,Guadeloupe,C3,Fabr. d'équipements ; fabrication de machines,2020-06-23
Activite Partielle,5.00,30.00,13930.00,5.00,01,Guadeloupe,C4,Fabrication de matériels de transport,2020-06-23
Activite Partielle,525.00,3190.00,1568580.00,480.00,01,Guadeloupe,C5,Fabrication d'autres produits indus.,2020-06-23
Activite Partielle,105.00,1000.00,395260.00,95.00,01,Guadeloupe,DE,Industries extractives,2020-06-23
Activite Partielle,1355.00,7925.00,3883925.00,1240.00,01,Guadeloupe,FZ,Construction,2020-06-23
Activite Partielle,2760.00,12820.00,5813815.00,2570.00,01,Guadeloupe,GZ,Commerce,2020-06-23
Activite Partielle,530.00,4005.00,2146985.00,480.00,01,Guadeloupe,HZ,Transports et entreposage,2020-06-23
Activite Partielle,1190.00,9885.00,5222375.00,1050.00,01,Guadeloupe,IZ,Hébergement et restauration,2020-06-23
Activite Partielle,190.00,985.00,482590.00,170.00,01,Guadeloupe,JZ,Information et communication,2020-06-23
Activite Partielle,295.00,1190.00,547755.00,275.00,01,Guadeloupe,KZ,Act. financières et d'assurance,2020-06-23
Activite Partielle,240.00,730.00,343615.00,220.00,01,Guadeloupe,LZ,Activités immobilières,2020-06-23
Activite Partielle,1695.00,12615.00,4242865.00,1545.00,01,Guadeloupe,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-06-23
Activite Partielle,865.00,6835.00,2591825.00,760.00,01,Guadeloupe,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-06-23
Activite Partielle,800.00,3220.00,1306090.00,715.00,01,Guadeloupe,RU,Autres activités de services,2020-06-23
Activite Partielle,40.00,120.00,50750.00,30.00,03,Guyane,AZ,"Agriculture, sylviculture et pêche",2020-06-23
Activite Partielle,75.00,615.00,239100.00,55.00,03,Guyane,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-06-23
Activite Partielle,5.00,45.00,16565.00,5.00,03,Guyane,C3,Fabr. d'équipements ; fabrication de machines,2020-06-23
Activite Partielle,230.00,1570.00,651220.00,200.00,03,Guyane,C5,Fabrication d'autres produits indus.,2020-06-23
Activite Partielle,65.00,565.00,200835.00,60.00,03,Guyane,DE,Industries extractives,2020-06-23
Activite Partielle,455.00,2880.00,1127655.00,360.00,03,Guyane,FZ,Construction,2020-06-23
Activite Partielle,895.00,4340.00,2029500.00,730.00,03,Guyane,GZ,Commerce,2020-06-23
Activite Partielle,210.00,1940.00,907410.00,170.00,03,Guyane,HZ,Transports et entreposage,2020-06-23
Activite Partielle,415.00,2490.00,1067050.00,315.00,03,Guyane,IZ,Hébergement et restauration,2020-06-23
Activite Partielle,60.00,285.00,121825.00,55.00,03,Guyane,JZ,Information et communication,2020-06-23
Activite Partielle,100.00,315.00,144810.00,85.00,03,Guyane,KZ,Act. financières et d'assurance,2020-06-23
Activite Partielle,45.00,150.00,71595.00,40.00,03,Guyane,LZ,Activités immobilières,2020-06-23
Activite Partielle,470.00,4435.00,1491705.00,410.00,03,Guyane,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-06-23
Activite Partielle,320.00,2230.00,842345.00,240.00,03,Guyane,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-06-23
Activite Partielle,325.00,1370.00,583890.00,250.00,03,Guyane,RU,Autres activités de services,2020-06-23
Activite Partielle,845.00,3865.00,1835025.00,710.00,32,Hauts-de-France,AZ,"Agriculture, sylviculture et pêche",2020-06-23
Activite Partielle,1905.00,22160.00,10665400.00,1780.00,32,Hauts-de-France,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-06-23
Activite Partielle,575.00,22595.00,11269075.00,485.00,32,Hauts-de-France,C3,Fabr. d'équipements ; fabrication de machines,2020-06-23
Activite Partielle,200.00,50875.00,20308900.00,165.00,32,Hauts-de-France,C4,Fabrication de matériels de transport,2020-06-23
Activite Partielle,5035.00,126025.00,67897485.00,4325.00,32,Hauts-de-France,C5,Fabrication d'autres produits indus.,2020-06-23
Activite Partielle,670.00,11890.00,5463595.00,640.00,32,Hauts-de-France,DE,Industries extractives,2020-06-23
Activite Partielle,12300.00,114380.00,60212850.00,11170.00,32,Hauts-de-France,FZ,Construction,2020-06-23
Activite Partielle,22090.00,169670.00,85446745.00,20390.00,32,Hauts-de-France,GZ,Commerce,2020-06-23
Activite Partielle,3450.00,81185.00,37512060.00,3110.00,32,Hauts-de-France,HZ,Transports et entreposage,2020-06-23
Activite Partielle,11020.00,75070.00,40505055.00,9760.00,32,Hauts-de-France,IZ,Hébergement et restauration,2020-06-23
Activite Partielle,1530.00,20060.00,8778110.00,1320.00,32,Hauts-de-France,JZ,Information et communication,2020-06-23
Activite Partielle,2795.00,13745.00,6026800.00,2575.00,32,Hauts-de-France,KZ,Act. financières et d'assurance,2020-06-23
Activite Partielle,1775.00,8770.00,3797235.00,1615.00,32,Hauts-de-France,LZ,Activités immobilières,2020-06-23
Activite Partielle,12855.00,210100.00,76347475.00,11550.00,32,Hauts-de-France,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-06-23
Activite Partielle,8565.00,84495.00,29516085.00,7630.00,32,Hauts-de-France,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-06-23
Activite Partielle,10420.00,58105.00,21237085.00,8705.00,32,Hauts-de-France,RU,Autres activités de services,2020-06-23
Activite Partielle,360.00,1615.00,728790.00,310.00,11,Île-de-France,AZ,"Agriculture, sylviculture et pêche",2020-06-23
Activite Partielle,3980.00,33015.00,15954625.00,3600.00,11,Île-de-France,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-06-23
Activite Partielle,5.00,640.00,308905.00,5.00,11,Île-de-France,C2,Cokéfaction et raffinage,2020-06-23
Activite Partielle,1340.00,50710.00,22285185.00,1140.00,11,Île-de-France,C3,Fabr. d'équipements ; fabrication de machines,2020-06-23
Activite Partielle,270.00,77500.00,24217095.00,220.00,11,Île-de-France,C4,Fabrication de matériels de transport,2020-06-23
Activite Partielle,8085.00,111380.00,52604735.00,6935.00,11,Île-de-France,C5,Fabrication d'autres produits indus.,2020-06-23
Activite Partielle,1025.00,24920.00,10141595.00,935.00,11,Île-de-France,DE,Industries extractives,2020-06-23
Activite Partielle,39650.00,339120.00,158279355.00,33725.00,11,Île-de-France,FZ,Construction,2020-06-23
Activite Partielle,62230.00,512175.00,230939760.00,55230.00,11,Île-de-France,GZ,Commerce,2020-06-23
Activite Partielle,12835.00,344045.00,142238760.00,10790.00,11,Île-de-France,HZ,Transports et entreposage,2020-06-23
Activite Partielle,41580.00,370995.00,223719895.00,35580.00,11,Île-de-France,IZ,Hébergement et restauration,2020-06-23
Activite Partielle,13815.00,200075.00,81320555.00,11785.00,11,Île-de-France,JZ,Information et communication,2020-06-23
Activite Partielle,7640.00,57565.00,22779380.00,6895.00,11,Île-de-France,KZ,Act. financières et d'assurance,2020-06-23
Activite Partielle,8020.00,41375.00,17599825.00,7215.00,11,Île-de-France,LZ,Activités immobilières,2020-06-23
Activite Partielle,50715.00,819645.00,337152660.00,43985.00,11,Île-de-France,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-06-23
Activite Partielle,20270.00,200130.00,69092265.00,17685.00,11,Île-de-France,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-06-23
Activite Partielle,29735.00,213925.00,78836050.00,24690.00,11,Île-de-France,RU,Autres activités de services,2020-06-23
Activite Partielle,180.00,1270.00,672815.00,170.00,04,La Réunion,AZ,"Agriculture, sylviculture et pêche",2020-06-23
Activite Partielle,490.00,4795.00,2106960.00,455.00,04,La Réunion,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-06-23
Activite Partielle,85.00,735.00,363385.00,70.00,04,La Réunion,C3,Fabr. d'équipements ; fabrication de machines,2020-06-23
Activite Partielle,20.00,95.00,38790.00,20.00,04,La Réunion,C4,Fabrication de matériels de transport,2020-06-23
Activite Partielle,825.00,6160.00,3218235.00,755.00,04,La Réunion,C5,Fabrication d'autres produits indus.,2020-06-23
Activite Partielle,135.00,2210.00,868830.00,120.00,04,La Réunion,DE,Industries extractives,2020-06-23
Activite Partielle,2245.00,16895.00,8187270.00,2050.00,04,La Réunion,FZ,Construction,2020-06-23
Activite Partielle,3955.00,23375.00,12784000.00,3665.00,04,La Réunion,GZ,Commerce,2020-06-23
Activite Partielle,730.00,9305.00,4978620.00,675.00,04,La Réunion,HZ,Transports et entreposage,2020-06-23
Activite Partielle,1505.00,10775.00,6024510.00,1370.00,04,La Réunion,IZ,Hébergement et restauration,2020-06-23
Activite Partielle,245.00,1705.00,742835.00,225.00,04,La Réunion,JZ,Information et communication,2020-06-23
Activite Partielle,525.00,2380.00,1049665.00,495.00,04,La Réunion,KZ,Act. financières et d'assurance,2020-06-23
Activite Partielle,270.00,1170.00,537105.00,240.00,04,La Réunion,LZ,Activités immobilières,2020-06-23
Activite Partielle,1895.00,16895.00,7324025.00,1755.00,04,La Réunion,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-06-23
Activite Partielle,1685.00,12295.00,4747780.00,1550.00,04,La Réunion,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-06-23
Activite Partielle,1620.00,8335.00,3176890.00,1455.00,04,La Réunion,RU,Autres activités de services,2020-06-23
Activite Partielle,140.00,1180.00,445650.00,120.00,02,Martinique,AZ,"Agriculture, sylviculture et pêche",2020-06-23
Activite Partielle,245.00,1725.00,706925.00,220.00,02,Martinique,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-06-23
Activite Partielle,25.00,115.00,45805.00,25.00,02,Martinique,C3,Fabr. d'équipements ; fabrication de machines,2020-06-23
Activite Partielle,10.00,30.00,16480.00,10.00,02,Martinique,C4,Fabrication de matériels de transport,2020-06-23
Activite Partielle,445.00,2490.00,1306805.00,390.00,02,Martinique,C5,Fabrication d'autres produits indus.,2020-06-23
Activite Partielle,80.00,880.00,371460.00,75.00,02,Martinique,DE,Industries extractives,2020-06-23
Activite Partielle,875.00,5490.00,2601790.00,740.00,02,Martinique,FZ,Construction,2020-06-23
Activite Partielle,1940.00,10125.00,5162910.00,1715.00,02,Martinique,GZ,Commerce,2020-06-23
Activite Partielle,485.00,4785.00,2253655.00,420.00,02,Martinique,HZ,Transports et entreposage,2020-06-23
Activite Partielle,810.00,5990.00,3012995.00,725.00,02,Martinique,IZ,Hébergement et restauration,2020-06-23
Activite Partielle,145.00,840.00,296165.00,120.00,02,Martinique,JZ,Information et communication,2020-06-23
Activite Partielle,305.00,1265.00,499265.00,275.00,02,Martinique,KZ,Act. financières et d'assurance,2020-06-23
Activite Partielle,140.00,425.00,266505.00,125.00,02,Martinique,LZ,Activités immobilières,2020-06-23
Activite Partielle,1305.00,12325.00,4287890.00,1130.00,02,Martinique,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-06-23
Activite Partielle,660.00,5570.00,1812895.00,595.00,02,Martinique,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-06-23
Activite Partielle,765.00,4215.00,1809910.00,660.00,02,Martinique,RU,Autres activités de services,2020-06-23
Activite Partielle,20.00,80.00,23380.00,15.00,06,Mayotte,AZ,"Agriculture, sylviculture et pêche",2020-06-23
Activite Partielle,50.00,480.00,293725.00,40.00,06,Mayotte,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-06-23
Activite Partielle,75.00,580.00,291050.00,65.00,06,Mayotte,C5,Fabrication d'autres produits indus.,2020-06-23
Activite Partielle,10.00,435.00,148630.00,5.00,06,Mayotte,DE,Industries extractives,2020-06-23
Activite Partielle,235.00,3355.00,1407630.00,190.00,06,Mayotte,FZ,Construction,2020-06-23
Activite Partielle,340.00,1955.00,1036980.00,280.00,06,Mayotte,GZ,Commerce,2020-06-23
Activite Partielle,150.00,1145.00,620450.00,125.00,06,Mayotte,HZ,Transports et entreposage,2020-06-23
Activite Partielle,205.00,1170.00,486465.00,135.00,06,Mayotte,IZ,Hébergement et restauration,2020-06-23
Activite Partielle,25.00,120.00,73320.00,25.00,06,Mayotte,JZ,Information et communication,2020-06-23
Activite Partielle,15.00,80.00,46215.00,15.00,06,Mayotte,KZ,Act. financières et d'assurance,2020-06-23
Activite Partielle,15.00,180.00,102680.00,15.00,06,Mayotte,LZ,Activités immobilières,2020-06-23
Activite Partielle,235.00,2075.00,790190.00,200.00,06,Mayotte,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-06-23
Activite Partielle,165.00,2095.00,739785.00,130.00,06,Mayotte,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-06-23
Activite Partielle,150.00,790.00,223120.00,115.00,06,Mayotte,RU,Autres activités de services,2020-06-23
Activite Partielle,1075.00,3925.00,1602400.00,955.00,28,Normandie,AZ,"Agriculture, sylviculture et pêche",2020-06-23
Activite Partielle,1645.00,14785.00,5622540.00,1535.00,28,Normandie,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-06-23
Activite Partielle,5.00,175.00,64785.00,5.00,28,Normandie,C2,Cokéfaction et raffinage,2020-06-23
Activite Partielle,355.00,16465.00,7081190.00,310.00,28,Normandie,C3,Fabr. d'équipements ; fabrication de machines,2020-06-23
Activite Partielle,135.00,25775.00,12707020.00,120.00,28,Normandie,C4,Fabrication de matériels de transport,2020-06-23
Activite Partielle,2890.00,67885.00,33954535.00,2560.00,28,Normandie,C5,Fabrication d'autres produits indus.,2020-06-23
Activite Partielle,450.00,7850.00,3526965.00,440.00,28,Normandie,DE,Industries extractives,2020-06-23
Activite Partielle,8040.00,72800.00,38535495.00,7415.00,28,Normandie,FZ,Construction,2020-06-23
Activite Partielle,13595.00,93495.00,45600390.00,12690.00,28,Normandie,GZ,Commerce,2020-06-23
Activite Partielle,1940.00,49030.00,20844045.00,1720.00,28,Normandie,HZ,Transports et entreposage,2020-06-23
Activite Partielle,7215.00,41970.00,22137295.00,6565.00,28,Normandie,IZ,Hébergement et restauration,2020-06-23
Activite Partielle,740.00,5585.00,2471410.00,650.00,28,Normandie,JZ,Information et communication,2020-06-23
Activite Partielle,1735.00,8225.00,3414675.00,1605.00,28,Normandie,KZ,Act. financières et d'assurance,2020-06-23
Activite Partielle,1170.00,6345.00,2581860.00,1085.00,28,Normandie,LZ,Activités immobilières,2020-06-23
Activite Partielle,7495.00,111055.00,41484400.00,6775.00,28,Normandie,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-06-23
Activite Partielle,4765.00,46625.00,15360495.00,4275.00,28,Normandie,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-06-23
Activite Partielle,7090.00,35555.00,12513365.00,6040.00,28,Normandie,RU,Autres activités de services,2020-06-23
