dispositif,nombre_demandes_deposees,nombre_salaries_concernes,nombre_heures_demandees,nombre_etablissements_concernes,reg,libelle_region,code_section_nace17,libelle_section_nace17,date_maj
Activite Partielle,1720.00,7905.00,3324180.00,1595.00,44,Grand Est,LZ,Activités immobilières,2020-07-07
Activite Partielle,13210.00,181505.00,61410160.00,11935.00,44,Grand Est,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-07
Activite Partielle,10280.00,96230.00,33396930.00,9000.00,44,Grand Est,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-07
Activite Partielle,10355.00,53630.00,20288400.00,8990.00,44,Grand Est,RU,Autres activités de services,2020-07-07
Activite Partielle,125.00,570.00,218785.00,110.00,01,Guadeloupe,AZ,"Agriculture, sylviculture et pêche",2020-07-07
Activite Partielle,440.00,2500.00,1014005.00,390.00,01,Guadeloupe,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-07
Activite Partielle,45.00,180.00,77380.00,40.00,01,Guadeloupe,C3,Fabr. d'équipements ; fabrication de machines,2020-07-07
Activite Partielle,5.00,30.00,13930.00,5.00,01,Guadeloupe,C4,Fabrication de matériels de transport,2020-07-07
Activite Partielle,540.00,3290.00,1647910.00,485.00,01,Guadeloupe,C5,Fabrication d'autres produits indus.,2020-07-07
Activite Partielle,105.00,1010.00,408880.00,100.00,01,Guadeloupe,DE,Industries extractives,2020-07-07
Activite Partielle,1380.00,8145.00,3944225.00,1250.00,01,Guadeloupe,FZ,Construction,2020-07-07
Activite Partielle,2850.00,13135.00,6040715.00,2595.00,01,Guadeloupe,GZ,Commerce,2020-07-07
Activite Partielle,550.00,4130.00,2336840.00,485.00,01,Guadeloupe,HZ,Transports et entreposage,2020-07-07
Activite Partielle,1265.00,10255.00,5704240.00,1060.00,01,Guadeloupe,IZ,Hébergement et restauration,2020-07-07
Activite Partielle,190.00,1010.00,500185.00,170.00,01,Guadeloupe,JZ,Information et communication,2020-07-07
Activite Partielle,300.00,1220.00,562140.00,275.00,01,Guadeloupe,KZ,Act. financières et d'assurance,2020-07-07
Activite Partielle,250.00,765.00,370710.00,225.00,01,Guadeloupe,LZ,Activités immobilières,2020-07-07
Activite Partielle,1755.00,12890.00,4445450.00,1560.00,01,Guadeloupe,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-07
Activite Partielle,895.00,7005.00,2682500.00,765.00,01,Guadeloupe,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-07
Activite Partielle,825.00,3335.00,1369160.00,715.00,01,Guadeloupe,RU,Autres activités de services,2020-07-07
Activite Partielle,40.00,170.00,74800.00,30.00,03,Guyane,AZ,"Agriculture, sylviculture et pêche",2020-07-07
Activite Partielle,80.00,665.00,252175.00,60.00,03,Guyane,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-07
Activite Partielle,5.00,45.00,16615.00,5.00,03,Guyane,C3,Fabr. d'équipements ; fabrication de machines,2020-07-07
Activite Partielle,240.00,1625.00,714560.00,200.00,03,Guyane,C5,Fabrication d'autres produits indus.,2020-07-07
Activite Partielle,65.00,570.00,220255.00,60.00,03,Guyane,DE,Industries extractives,2020-07-07
Activite Partielle,485.00,3225.00,1389325.00,370.00,03,Guyane,FZ,Construction,2020-07-07
Activite Partielle,925.00,4435.00,2159580.00,740.00,03,Guyane,GZ,Commerce,2020-07-07
Activite Partielle,220.00,2015.00,969365.00,175.00,03,Guyane,HZ,Transports et entreposage,2020-07-07
Activite Partielle,440.00,2645.00,1166110.00,320.00,03,Guyane,IZ,Hébergement et restauration,2020-07-07
Activite Partielle,65.00,295.00,126125.00,55.00,03,Guyane,JZ,Information et communication,2020-07-07
Activite Partielle,105.00,325.00,150905.00,85.00,03,Guyane,KZ,Act. financières et d'assurance,2020-07-07
Activite Partielle,50.00,155.00,73980.00,40.00,03,Guyane,LZ,Activités immobilières,2020-07-07
Activite Partielle,485.00,4520.00,1582125.00,415.00,03,Guyane,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-07
Activite Partielle,330.00,2320.00,916480.00,250.00,03,Guyane,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-07
Activite Partielle,350.00,1475.00,663515.00,255.00,03,Guyane,RU,Autres activités de services,2020-07-07
Activite Partielle,860.00,3925.00,1857360.00,710.00,32,Hauts-de-France,AZ,"Agriculture, sylviculture et pêche",2020-07-07
Activite Partielle,1955.00,23085.00,12066370.00,1790.00,32,Hauts-de-France,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-07
Activite Partielle,595.00,23975.00,11674755.00,490.00,32,Hauts-de-France,C3,Fabr. d'équipements ; fabrication de machines,2020-07-07
Activite Partielle,220.00,61340.00,21639955.00,165.00,32,Hauts-de-France,C4,Fabrication de matériels de transport,2020-07-07
Activite Partielle,5180.00,130165.00,71246070.00,4345.00,32,Hauts-de-France,C5,Fabrication d'autres produits indus.,2020-07-07
Activite Partielle,690.00,12060.00,5895660.00,645.00,32,Hauts-de-France,DE,Industries extractives,2020-07-07
Activite Partielle,12435.00,116015.00,61549010.00,11200.00,32,Hauts-de-France,FZ,Construction,2020-07-07
Activite Partielle,22425.00,171905.00,87758515.00,20470.00,32,Hauts-de-France,GZ,Commerce,2020-07-07
Activite Partielle,3540.00,83590.00,39833215.00,3125.00,32,Hauts-de-France,HZ,Transports et entreposage,2020-07-07
Activite Partielle,11350.00,77340.00,43075945.00,9780.00,32,Hauts-de-France,IZ,Hébergement et restauration,2020-07-07
Activite Partielle,1600.00,20750.00,9167090.00,1350.00,32,Hauts-de-France,JZ,Information et communication,2020-07-07
Activite Partielle,2855.00,14145.00,6243400.00,2590.00,32,Hauts-de-France,KZ,Act. financières et d'assurance,2020-07-07
Activite Partielle,1800.00,8975.00,3883735.00,1635.00,32,Hauts-de-France,LZ,Activités immobilières,2020-07-07
Activite Partielle,13145.00,217830.00,79470550.00,11610.00,32,Hauts-de-France,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-07
Activite Partielle,8735.00,85325.00,30189905.00,7675.00,32,Hauts-de-France,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-07
Activite Partielle,10715.00,59485.00,22000520.00,8740.00,32,Hauts-de-France,RU,Autres activités de services,2020-07-07
Activite Partielle,365.00,1635.00,743635.00,320.00,11,Île-de-France,AZ,"Agriculture, sylviculture et pêche",2020-07-07
Activite Partielle,4080.00,34125.00,16749720.00,3620.00,11,Île-de-France,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-07
Activite Partielle,5.00,640.00,312965.00,5.00,11,Île-de-France,C2,Cokéfaction et raffinage,2020-07-07
Activite Partielle,1375.00,51670.00,23103510.00,1140.00,11,Île-de-France,C3,Fabr. d'équipements ; fabrication de machines,2020-07-07
Activite Partielle,275.00,94960.00,31114160.00,220.00,11,Île-de-France,C4,Fabrication de matériels de transport,2020-07-07
Activite Partielle,8320.00,115075.00,55153395.00,6970.00,11,Île-de-France,C5,Fabrication d'autres produits indus.,2020-07-07
Activite Partielle,1035.00,25125.00,10664035.00,935.00,11,Île-de-France,DE,Industries extractives,2020-07-07
Activite Partielle,40505.00,346915.00,162495530.00,34050.00,11,Île-de-France,FZ,Construction,2020-07-07
Activite Partielle,63730.00,525000.00,239772270.00,55675.00,11,Île-de-France,GZ,Commerce,2020-07-07
Activite Partielle,13360.00,366410.00,155927730.00,10930.00,11,Île-de-France,HZ,Transports et entreposage,2020-07-07
Activite Partielle,42825.00,380590.00,237635160.00,35715.00,11,Île-de-France,IZ,Hébergement et restauration,2020-07-07
Activite Partielle,14355.00,212570.00,86439920.00,11920.00,11,Île-de-France,JZ,Information et communication,2020-07-07
Activite Partielle,7805.00,62225.00,24064705.00,6940.00,11,Île-de-France,KZ,Act. financières et d'assurance,2020-07-07
Activite Partielle,8170.00,42290.00,17881985.00,7295.00,11,Île-de-France,LZ,Activités immobilières,2020-07-07
Activite Partielle,52165.00,842095.00,355309105.00,44290.00,11,Île-de-France,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-07
Activite Partielle,20770.00,203660.00,71764195.00,17825.00,11,Île-de-France,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-07
Activite Partielle,30520.00,218970.00,81252805.00,24815.00,11,Île-de-France,RU,Autres activités de services,2020-07-07
Activite Partielle,185.00,1280.00,677830.00,170.00,04,La Réunion,AZ,"Agriculture, sylviculture et pêche",2020-07-07
Activite Partielle,500.00,4880.00,2158785.00,455.00,04,La Réunion,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-07
Activite Partielle,85.00,740.00,363690.00,70.00,04,La Réunion,C3,Fabr. d'équipements ; fabrication de machines,2020-07-07
Activite Partielle,20.00,105.00,41790.00,20.00,04,La Réunion,C4,Fabrication de matériels de transport,2020-07-07
Activite Partielle,835.00,6175.00,3246350.00,760.00,04,La Réunion,C5,Fabrication d'autres produits indus.,2020-07-07
Activite Partielle,135.00,2210.00,869260.00,120.00,04,La Réunion,DE,Industries extractives,2020-07-07
Activite Partielle,2260.00,16945.00,8245130.00,2050.00,04,La Réunion,FZ,Construction,2020-07-07
Activite Partielle,3985.00,23540.00,12929050.00,3670.00,04,La Réunion,GZ,Commerce,2020-07-07
Activite Partielle,735.00,9360.00,5078530.00,675.00,04,La Réunion,HZ,Transports et entreposage,2020-07-07
Activite Partielle,1535.00,10965.00,6383495.00,1370.00,04,La Réunion,IZ,Hébergement et restauration,2020-07-07
Activite Partielle,245.00,1710.00,796630.00,225.00,04,La Réunion,JZ,Information et communication,2020-07-07
Activite Partielle,525.00,2395.00,1063330.00,495.00,04,La Réunion,KZ,Act. financières et d'assurance,2020-07-07
Activite Partielle,275.00,1295.00,632690.00,240.00,04,La Réunion,LZ,Activités immobilières,2020-07-07
Activite Partielle,1925.00,17040.00,7566095.00,1765.00,04,La Réunion,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-07
Activite Partielle,1715.00,12590.00,4974115.00,1555.00,04,La Réunion,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-07
Activite Partielle,1650.00,8475.00,3303320.00,1460.00,04,La Réunion,RU,Autres activités de services,2020-07-07
Activite Partielle,150.00,1265.00,481840.00,120.00,02,Martinique,AZ,"Agriculture, sylviculture et pêche",2020-07-07
Activite Partielle,250.00,1750.00,734760.00,220.00,02,Martinique,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-07
Activite Partielle,25.00,120.00,46495.00,25.00,02,Martinique,C3,Fabr. d'équipements ; fabrication de machines,2020-07-07
Activite Partielle,10.00,30.00,16480.00,10.00,02,Martinique,C4,Fabrication de matériels de transport,2020-07-07
Activite Partielle,445.00,2505.00,1329885.00,390.00,02,Martinique,C5,Fabrication d'autres produits indus.,2020-07-07
Activite Partielle,80.00,880.00,371460.00,75.00,02,Martinique,DE,Industries extractives,2020-07-07
Activite Partielle,880.00,5570.00,2646760.00,745.00,02,Martinique,FZ,Construction,2020-07-07
Activite Partielle,1970.00,10225.00,5248315.00,1740.00,02,Martinique,GZ,Commerce,2020-07-07
Activite Partielle,500.00,4975.00,2356275.00,425.00,02,Martinique,HZ,Transports et entreposage,2020-07-07
Activite Partielle,820.00,6020.00,3185630.00,725.00,02,Martinique,IZ,Hébergement et restauration,2020-07-07
Activite Partielle,145.00,860.00,306060.00,125.00,02,Martinique,JZ,Information et communication,2020-07-07
Activite Partielle,305.00,1285.00,509830.00,275.00,02,Martinique,KZ,Act. financières et d'assurance,2020-07-07
Activite Partielle,140.00,440.00,274605.00,130.00,02,Martinique,LZ,Activités immobilières,2020-07-07
Activite Partielle,1315.00,12365.00,4334870.00,1135.00,02,Martinique,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-07
Activite Partielle,670.00,5620.00,1876465.00,595.00,02,Martinique,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-07
Activite Partielle,780.00,4255.00,1813435.00,665.00,02,Martinique,RU,Autres activités de services,2020-07-07
Activite Partielle,20.00,95.00,30790.00,15.00,06,Mayotte,AZ,"Agriculture, sylviculture et pêche",2020-07-07
Activite Partielle,55.00,485.00,295010.00,40.00,06,Mayotte,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-07
Activite Partielle,75.00,585.00,295015.00,65.00,06,Mayotte,C5,Fabrication d'autres produits indus.,2020-07-07
Activite Partielle,15.00,440.00,297760.00,10.00,06,Mayotte,DE,Industries extractives,2020-07-07
Activite Partielle,240.00,3475.00,2024465.00,195.00,06,Mayotte,FZ,Construction,2020-07-07
Activite Partielle,355.00,2065.00,1087865.00,285.00,06,Mayotte,GZ,Commerce,2020-07-07
Activite Partielle,155.00,1280.00,805740.00,130.00,06,Mayotte,HZ,Transports et entreposage,2020-07-07
Activite Partielle,220.00,1215.00,495560.00,140.00,06,Mayotte,IZ,Hébergement et restauration,2020-07-07
Activite Partielle,30.00,135.00,78185.00,25.00,06,Mayotte,JZ,Information et communication,2020-07-07
Activite Partielle,15.00,80.00,46215.00,15.00,06,Mayotte,KZ,Act. financières et d'assurance,2020-07-07
Activite Partielle,15.00,180.00,102680.00,15.00,06,Mayotte,LZ,Activités immobilières,2020-07-07
Activite Partielle,240.00,2135.00,808515.00,200.00,06,Mayotte,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-07
Activite Partielle,170.00,2110.00,755535.00,130.00,06,Mayotte,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-07
Activite Partielle,150.00,805.00,231455.00,115.00,06,Mayotte,RU,Autres activités de services,2020-07-07
Activite Partielle,1105.00,4065.00,1734570.00,980.00,28,Normandie,AZ,"Agriculture, sylviculture et pêche",2020-07-07
Activite Partielle,1660.00,15085.00,5992995.00,1535.00,28,Normandie,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-07-07
Activite Partielle,5.00,175.00,64785.00,5.00,28,Normandie,C2,Cokéfaction et raffinage,2020-07-07
Activite Partielle,370.00,16760.00,7451005.00,310.00,28,Normandie,C3,Fabr. d'équipements ; fabrication de machines,2020-07-07
Activite Partielle,145.00,28155.00,14026875.00,120.00,28,Normandie,C4,Fabrication de matériels de transport,2020-07-07
Activite Partielle,2985.00,70715.00,36442355.00,2575.00,28,Normandie,C5,Fabrication d'autres produits indus.,2020-07-07
Activite Partielle,455.00,7820.00,3598365.00,440.00,28,Normandie,DE,Industries extractives,2020-07-07
Activite Partielle,8115.00,73420.00,39257590.00,7435.00,28,Normandie,FZ,Construction,2020-07-07
Activite Partielle,13775.00,94585.00,46641165.00,12725.00,28,Normandie,GZ,Commerce,2020-07-07
Activite Partielle,1990.00,49365.00,21871080.00,1740.00,28,Normandie,HZ,Transports et entreposage,2020-07-07
Activite Partielle,7375.00,43195.00,23679975.00,6580.00,28,Normandie,IZ,Hébergement et restauration,2020-07-07
Activite Partielle,770.00,5945.00,2679265.00,660.00,28,Normandie,JZ,Information et communication,2020-07-07
Activite Partielle,1775.00,8380.00,3506895.00,1615.00,28,Normandie,KZ,Act. financières et d'assurance,2020-07-07
Activite Partielle,1190.00,6485.00,2645785.00,1100.00,28,Normandie,LZ,Activités immobilières,2020-07-07
Activite Partielle,7630.00,112175.00,42877045.00,6800.00,28,Normandie,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-07-07
Activite Partielle,4860.00,47810.00,15980870.00,4310.00,28,Normandie,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-07-07
Activite Partielle,7235.00,36175.00,13071420.00,6070.00,28,Normandie,RU,Autres activités de services,2020-07-07
