dispositif,nombre_reports,montant_total,reg,libelle_region,code_section,libelle_section
Reports d'échéances fiscales,13.00,453169.00,52,Pays de la Loire,A,"Agriculture, sylviculture et pêche"
Reports d'échéances fiscales,4.00,179921.00,52,Pays de la Loire,B,Industries extractives
Reports d'échéances fiscales,388.00,29909381.00,52,Pays de la Loire,C,Industrie manufacturière
Reports d'échéances fiscales,6.00,144498.00,52,Pays de la Loire,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Reports d'échéances fiscales,343.00,6321951.00,52,Pays de la Loire,F,Construction
Reports d'échéances fiscales,735.00,22716642.00,52,Pays de la Loire,G,Commerce
Reports d'échéances fiscales,92.00,1984650.00,52,Pays de la Loire,H,Transports et entreposage
Reports d'échéances fiscales,424.00,3688141.00,52,Pays de la Loire,I,Hébergement et restauration
Reports d'échéances fiscales,65.00,3253188.00,52,Pays de la Loire,J,Information et communication
Reports d'échéances fiscales,194.00,6696405.00,52,Pays de la Loire,K,Activités financières et d'assurance
Reports d'échéances fiscales,241.00,2638214.00,52,Pays de la Loire,L,Activités immobilières
Reports d'échéances fiscales,327.00,5525550.00,52,Pays de la Loire,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,157.00,3254145.00,52,Pays de la Loire,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,57.00,870521.00,52,Pays de la Loire,P,Enseignement
Reports d'échéances fiscales,126.00,5927707.00,52,Pays de la Loire,Q,Santé humaine et action sociale
Reports d'échéances fiscales,58.00,3024739.00,52,Pays de la Loire,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,124.00,366926.00,52,Pays de la Loire,S,Autres activités de services
Reports d'échéances fiscales,30.00,472081.00,52,Pays de la Loire,Z,Non connu
Reports d'échéances fiscales,14.00,173242.00,93,Provence-Alpes-Côte d'Azur,A,"Agriculture, sylviculture et pêche"
Reports d'échéances fiscales,191.00,4587780.00,93,Provence-Alpes-Côte d'Azur,C,Industrie manufacturière
Reports d'échéances fiscales,7.00,137766.00,93,Provence-Alpes-Côte d'Azur,E,"Production et distribution d'eau ; assainissement, gestion des déchets et dépollution"
Reports d'échéances fiscales,293.00,5508119.00,93,Provence-Alpes-Côte d'Azur,F,Construction
Reports d'échéances fiscales,772.00,18855720.00,93,Provence-Alpes-Côte d'Azur,G,Commerce
Reports d'échéances fiscales,103.00,6938043.00,93,Provence-Alpes-Côte d'Azur,H,Transports et entreposage
Reports d'échéances fiscales,465.00,4955744.00,93,Provence-Alpes-Côte d'Azur,I,Hébergement et restauration
Reports d'échéances fiscales,56.00,1651953.00,93,Provence-Alpes-Côte d'Azur,J,Information et communication
Reports d'échéances fiscales,158.00,5123462.00,93,Provence-Alpes-Côte d'Azur,K,Activités financières et d'assurance
Reports d'échéances fiscales,222.00,3626633.00,93,Provence-Alpes-Côte d'Azur,L,Activités immobilières
Reports d'échéances fiscales,310.00,6161150.00,93,Provence-Alpes-Côte d'Azur,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,255.00,5965910.00,93,Provence-Alpes-Côte d'Azur,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,48.00,1310864.00,93,Provence-Alpes-Côte d'Azur,P,Enseignement
Reports d'échéances fiscales,195.00,4844193.00,93,Provence-Alpes-Côte d'Azur,Q,Santé humaine et action sociale
Reports d'échéances fiscales,65.00,1564396.00,93,Provence-Alpes-Côte d'Azur,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,115.00,739182.00,93,Provence-Alpes-Côte d'Azur,S,Autres activités de services
Reports d'échéances fiscales,38.00,341556.00,93,Provence-Alpes-Côte d'Azur,Z,Non connu
Reports d'échéances fiscales,332.00,92270594.00,11,Île-de-France,C,Industrie manufacturière
Reports d'échéances fiscales,509.00,18051651.00,11,Île-de-France,F,Construction
Reports d'échéances fiscales,1250.00,125053757.00,11,Île-de-France,G,Commerce
Reports d'échéances fiscales,232.00,45530059.00,11,Île-de-France,H,Transports et entreposage
Reports d'échéances fiscales,604.00,12687060.00,11,Île-de-France,I,Hébergement et restauration
Reports d'échéances fiscales,458.00,108840715.00,11,Île-de-France,J,Information et communication
Reports d'échéances fiscales,376.00,46807528.00,11,Île-de-France,K,Activités financières et d'assurance
Reports d'échéances fiscales,485.00,44659726.00,11,Île-de-France,L,Activités immobilières
Reports d'échéances fiscales,1337.00,91916851.00,11,Île-de-France,M,"Activités spécialisées, scientifiques et techniques"
Reports d'échéances fiscales,337.00,34740585.00,11,Île-de-France,N,Activités de services administratifs et de soutien
Reports d'échéances fiscales,148.00,11583935.00,11,Île-de-France,P,Enseignement
Reports d'échéances fiscales,413.00,11027278.00,11,Île-de-France,Q,Santé humaine et action sociale
Reports d'échéances fiscales,128.00,6680605.00,11,Île-de-France,R,"Arts, spectacles et activités récréatives"
Reports d'échéances fiscales,162.00,2542157.00,11,Île-de-France,S,Autres activités de services
Reports d'échéances fiscales,74.00,3813129.00,11,Île-de-France,Z,Non connu
Reports d'échéances fiscales,8544.00,196795045.00,,,Z,Non connu
