dispositif,mois,nombre_demandes_deposees,nombre_salaries_concernes,nombre_heures_demandees,reg,libelle_region,code_section_nace17,libelle_section_nace17,date_maj
Activite Partielle,2020-05,30795.00,151395.00,7983385.00,84,Auvergne-Rhône-Alpes,GZ,Commerce,2021-02-23
Activite Partielle,2020-05,4085.00,50680.00,2587885.00,84,Auvergne-Rhône-Alpes,HZ,Transports et entreposage,2021-02-23
Activite Partielle,2020-05,17415.00,90090.00,8276485.00,84,Auvergne-Rhône-Alpes,IZ,Hébergement et restauration,2021-02-23
Activite Partielle,2020-05,2490.00,19240.00,1200330.00,84,Auvergne-Rhône-Alpes,JZ,Information et communication,2021-02-23
Activite Partielle,2020-05,3565.00,12780.00,744400.00,84,Auvergne-Rhône-Alpes,KZ,Act. financières et d'assurance,2021-02-23
Activite Partielle,2020-05,2745.00,10765.00,514610.00,84,Auvergne-Rhône-Alpes,LZ,Activités immobilières,2021-02-23
Activite Partielle,2020-05,18500.00,126865.00,6860485.00,84,Auvergne-Rhône-Alpes,MN,Act. scientif. et tech. ; services admin. et de soutien,2021-02-23
Activite Partielle,2020-05,10545.00,63115.00,2694735.00,84,Auvergne-Rhône-Alpes,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2021-02-23
Activite Partielle,2020-05,14680.00,59775.00,3267070.00,84,Auvergne-Rhône-Alpes,RU,Autres activités de services,2021-02-23
Activite Partielle,2020-06,250.00,455.00,28480.00,84,Auvergne-Rhône-Alpes,AZ,"Agriculture, sylviculture et pêche",2021-02-23
Activite Partielle,2020-06,1525.00,7035.00,419570.00,84,Auvergne-Rhône-Alpes,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2021-02-23
Activite Partielle,2020-06,805.00,14990.00,644750.00,84,Auvergne-Rhône-Alpes,C3,Fabr. d'équipements ; fabrication de machines,2021-02-23
Activite Partielle,2020-06,165.00,10120.00,530650.00,84,Auvergne-Rhône-Alpes,C4,Fabrication de matériels de transport,2021-02-23
Activite Partielle,2020-06,4585.00,54470.00,2533540.00,84,Auvergne-Rhône-Alpes,C5,Fabrication d'autres produits indus.,2021-02-23
Activite Partielle,2020-06,390.00,1725.00,84770.00,84,Auvergne-Rhône-Alpes,DE,Industries extractives,2021-02-23
Activite Partielle,2020-06,4145.00,11740.00,763665.00,84,Auvergne-Rhône-Alpes,FZ,Construction,2021-02-23
Activite Partielle,2020-06,12005.00,45585.00,2402195.00,84,Auvergne-Rhône-Alpes,GZ,Commerce,2021-02-23
Activite Partielle,2020-06,2235.00,21630.00,1072040.00,84,Auvergne-Rhône-Alpes,HZ,Transports et entreposage,2021-02-23
Activite Partielle,2020-06,11140.00,51755.00,3335155.00,84,Auvergne-Rhône-Alpes,IZ,Hébergement et restauration,2021-02-23
Activite Partielle,2020-06,1565.00,11635.00,713245.00,84,Auvergne-Rhône-Alpes,JZ,Information et communication,2021-02-23
Activite Partielle,2020-06,1410.00,5285.00,337145.00,84,Auvergne-Rhône-Alpes,KZ,Act. financières et d'assurance,2021-02-23
Activite Partielle,2020-06,795.00,1995.00,127015.00,84,Auvergne-Rhône-Alpes,LZ,Activités immobilières,2021-02-23
Activite Partielle,2020-06,9715.00,55985.00,3255840.00,84,Auvergne-Rhône-Alpes,MN,Act. scientif. et tech. ; services admin. et de soutien,2021-02-23
Activite Partielle,2020-06,4505.00,22340.00,919450.00,84,Auvergne-Rhône-Alpes,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2021-02-23
Activite Partielle,2020-06,7140.00,30250.00,1541685.00,84,Auvergne-Rhône-Alpes,RU,Autres activités de services,2021-02-23
Activite Partielle,2020-07,105.00,235.00,10300.00,84,Auvergne-Rhône-Alpes,AZ,"Agriculture, sylviculture et pêche",2021-02-23
Activite Partielle,2020-07,785.00,3590.00,191920.00,84,Auvergne-Rhône-Alpes,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2021-02-23
Activite Partielle,2020-07,550.00,10110.00,389060.00,84,Auvergne-Rhône-Alpes,C3,Fabr. d'équipements ; fabrication de machines,2021-02-23
Activite Partielle,2020-07,115.00,6855.00,274195.00,84,Auvergne-Rhône-Alpes,C4,Fabrication de matériels de transport,2021-02-23
Activite Partielle,2020-07,3065.00,36845.00,1558245.00,84,Auvergne-Rhône-Alpes,C5,Fabrication d'autres produits indus.,2021-02-23
Activite Partielle,2020-07,145.00,550.00,35085.00,84,Auvergne-Rhône-Alpes,DE,Industries extractives,2021-02-23
Activite Partielle,2020-07,1760.00,4165.00,276855.00,84,Auvergne-Rhône-Alpes,FZ,Construction,2021-02-23
Activite Partielle,2020-07,5710.00,19755.00,1008195.00,84,Auvergne-Rhône-Alpes,GZ,Commerce,2021-02-23
Activite Partielle,2020-07,1385.00,10985.00,539945.00,84,Auvergne-Rhône-Alpes,HZ,Transports et entreposage,2021-02-23
Activite Partielle,2020-07,7585.00,30895.00,1864375.00,84,Auvergne-Rhône-Alpes,IZ,Hébergement et restauration,2021-02-23
Activite Partielle,2020-07,1060.00,7005.00,428870.00,84,Auvergne-Rhône-Alpes,JZ,Information et communication,2021-02-23
Activite Partielle,2020-07,680.00,2820.00,152710.00,84,Auvergne-Rhône-Alpes,KZ,Act. financières et d'assurance,2021-02-23
Activite Partielle,2020-07,360.00,770.00,49850.00,84,Auvergne-Rhône-Alpes,LZ,Activités immobilières,2021-02-23
Activite Partielle,2020-07,5925.00,32045.00,1834455.00,84,Auvergne-Rhône-Alpes,MN,Act. scientif. et tech. ; services admin. et de soutien,2021-02-23
Activite Partielle,2020-07,2280.00,7735.00,336425.00,84,Auvergne-Rhône-Alpes,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2021-02-23
Activite Partielle,2020-07,3835.00,14665.00,705320.00,84,Auvergne-Rhône-Alpes,RU,Autres activités de services,2021-02-23
Activite Partielle,2020-08,50.00,125.00,7220.00,84,Auvergne-Rhône-Alpes,AZ,"Agriculture, sylviculture et pêche",2021-02-23
Activite Partielle,2020-08,405.00,1805.00,90340.00,84,Auvergne-Rhône-Alpes,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2021-02-23
Activite Partielle,2020-08,320.00,4740.00,123570.00,84,Auvergne-Rhône-Alpes,C3,Fabr. d'équipements ; fabrication de machines,2021-02-23
Activite Partielle,2020-08,80.00,3265.00,109590.00,84,Auvergne-Rhône-Alpes,C4,Fabrication de matériels de transport,2021-02-23
Activite Partielle,2020-08,1605.00,15835.00,484865.00,84,Auvergne-Rhône-Alpes,C5,Fabrication d'autres produits indus.,2021-02-23
Activite Partielle,2020-08,90.00,325.00,20640.00,84,Auvergne-Rhône-Alpes,DE,Industries extractives,2021-02-23
Activite Partielle,2020-08,745.00,1935.00,135565.00,84,Auvergne-Rhône-Alpes,FZ,Construction,2021-02-23
Activite Partielle,2020-08,2815.00,9480.00,438200.00,84,Auvergne-Rhône-Alpes,GZ,Commerce,2021-02-23
Activite Partielle,2020-08,905.00,6515.00,312425.00,84,Auvergne-Rhône-Alpes,HZ,Transports et entreposage,2021-02-23
Activite Partielle,2020-08,4965.00,18755.00,1002585.00,84,Auvergne-Rhône-Alpes,IZ,Hébergement et restauration,2021-02-23
Activite Partielle,2020-08,695.00,4465.00,228485.00,84,Auvergne-Rhône-Alpes,JZ,Information et communication,2021-02-23
Activite Partielle,2020-08,350.00,1785.00,83100.00,84,Auvergne-Rhône-Alpes,KZ,Act. financières et d'assurance,2021-02-23
Activite Partielle,2020-08,165.00,430.00,28520.00,84,Auvergne-Rhône-Alpes,LZ,Activités immobilières,2021-02-23
Activite Partielle,2020-08,3775.00,18680.00,903030.00,84,Auvergne-Rhône-Alpes,MN,Act. scientif. et tech. ; services admin. et de soutien,2021-02-23
Activite Partielle,2020-08,1020.00,2985.00,127805.00,84,Auvergne-Rhône-Alpes,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2021-02-23
Activite Partielle,2020-08,2100.00,7245.00,320600.00,84,Auvergne-Rhône-Alpes,RU,Autres activités de services,2021-02-23
Activite Partielle,2020-09,45.00,110.00,4775.00,84,Auvergne-Rhône-Alpes,AZ,"Agriculture, sylviculture et pêche",2021-02-23
Activite Partielle,2020-09,340.00,1595.00,78380.00,84,Auvergne-Rhône-Alpes,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2021-02-23
Activite Partielle,2020-09,355.00,6725.00,222325.00,84,Auvergne-Rhône-Alpes,C3,Fabr. d'équipements ; fabrication de machines,2021-02-23
Activite Partielle,2020-09,65.00,3490.00,142230.00,84,Auvergne-Rhône-Alpes,C4,Fabrication de matériels de transport,2021-02-23
Activite Partielle,2020-09,1960.00,23220.00,948005.00,84,Auvergne-Rhône-Alpes,C5,Fabrication d'autres produits indus.,2021-02-23
Activite Partielle,2020-09,70.00,400.00,26355.00,84,Auvergne-Rhône-Alpes,DE,Industries extractives,2021-02-23
Activite Partielle,2020-09,705.00,2110.00,147090.00,84,Auvergne-Rhône-Alpes,FZ,Construction,2021-02-23
Activite Partielle,2020-09,2650.00,9640.00,477670.00,84,Auvergne-Rhône-Alpes,GZ,Commerce,2021-02-23
Activite Partielle,2020-09,805.00,6315.00,294500.00,84,Auvergne-Rhône-Alpes,HZ,Transports et entreposage,2021-02-23
Activite Partielle,2020-09,5785.00,21780.00,1112625.00,84,Auvergne-Rhône-Alpes,IZ,Hébergement et restauration,2021-02-23
Activite Partielle,2020-09,670.00,4335.00,268055.00,84,Auvergne-Rhône-Alpes,JZ,Information et communication,2021-02-23
Activite Partielle,2020-09,355.00,1400.00,76145.00,84,Auvergne-Rhône-Alpes,KZ,Act. financières et d'assurance,2021-02-23
Activite Partielle,2020-09,165.00,340.00,21235.00,84,Auvergne-Rhône-Alpes,LZ,Activités immobilières,2021-02-23
Activite Partielle,2020-09,3675.00,19845.00,1153790.00,84,Auvergne-Rhône-Alpes,MN,Act. scientif. et tech. ; services admin. et de soutien,2021-02-23
Activite Partielle,2020-09,850.00,2445.00,94855.00,84,Auvergne-Rhône-Alpes,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2021-02-23
Activite Partielle,2020-09,2255.00,7740.00,327435.00,84,Auvergne-Rhône-Alpes,RU,Autres activités de services,2021-02-23
Activite Partielle,2020-10,75.00,175.00,6745.00,84,Auvergne-Rhône-Alpes,AZ,"Agriculture, sylviculture et pêche",2021-02-23
Activite Partielle,2020-10,415.00,1675.00,70315.00,84,Auvergne-Rhône-Alpes,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2021-02-23
Activite Partielle,2020-10,280.00,5040.00,154525.00,84,Auvergne-Rhône-Alpes,C3,Fabr. d'équipements ; fabrication de machines,2021-02-23
Activite Partielle,2020-10,50.00,2650.00,98890.00,84,Auvergne-Rhône-Alpes,C4,Fabrication de matériels de transport,2021-02-23
Activite Partielle,2020-10,1760.00,19115.00,741945.00,84,Auvergne-Rhône-Alpes,C5,Fabrication d'autres produits indus.,2021-02-23
Activite Partielle,2020-10,50.00,345.00,23525.00,84,Auvergne-Rhône-Alpes,DE,Industries extractives,2021-02-23
Activite Partielle,2020-10,600.00,1865.00,123615.00,84,Auvergne-Rhône-Alpes,FZ,Construction,2021-02-23
Activite Partielle,2020-10,7510.00,24935.00,594160.00,84,Auvergne-Rhône-Alpes,GZ,Commerce,2021-02-23
Activite Partielle,2020-10,720.00,5705.00,268570.00,84,Auvergne-Rhône-Alpes,HZ,Transports et entreposage,2021-02-23
Activite Partielle,2020-10,11545.00,50300.00,1984315.00,84,Auvergne-Rhône-Alpes,IZ,Hébergement et restauration,2021-02-23
Activite Partielle,2020-10,590.00,3200.00,173430.00,84,Auvergne-Rhône-Alpes,JZ,Information et communication,2021-02-23
Activite Partielle,2020-10,375.00,1070.00,66785.00,84,Auvergne-Rhône-Alpes,KZ,Act. financières et d'assurance,2021-02-23
Activite Partielle,2020-10,405.00,820.00,24395.00,84,Auvergne-Rhône-Alpes,LZ,Activités immobilières,2021-02-23
Activite Partielle,2020-10,3440.00,17705.00,985780.00,84,Auvergne-Rhône-Alpes,MN,Act. scientif. et tech. ; services admin. et de soutien,2021-02-23
Activite Partielle,2020-10,1035.00,2875.00,90500.00,84,Auvergne-Rhône-Alpes,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2021-02-23
Activite Partielle,2020-10,7195.00,22405.00,703065.00,84,Auvergne-Rhône-Alpes,RU,Autres activités de services,2021-02-23
Activite Partielle,2020-11,220.00,510.00,35510.00,84,Auvergne-Rhône-Alpes,AZ,"Agriculture, sylviculture et pêche",2021-02-23
Activite Partielle,2020-11,1365.00,6205.00,353300.00,84,Auvergne-Rhône-Alpes,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2021-02-23
Activite Partielle,2020-11,335.00,4725.00,155785.00,84,Auvergne-Rhône-Alpes,C3,Fabr. d'équipements ; fabrication de machines,2021-02-23
Activite Partielle,2020-11,70.00,1995.00,82160.00,84,Auvergne-Rhône-Alpes,C4,Fabrication de matériels de transport,2021-02-23
Activite Partielle,2020-11,2405.00,22225.00,944030.00,84,Auvergne-Rhône-Alpes,C5,Fabrication d'autres produits indus.,2021-02-23
Activite Partielle,2020-11,105.00,425.00,29180.00,84,Auvergne-Rhône-Alpes,DE,Industries extractives,2021-02-23
Activite Partielle,2020-11,1295.00,3330.00,253245.00,84,Auvergne-Rhône-Alpes,FZ,Construction,2021-02-23
Activite Partielle,2020-11,15720.00,68160.00,5109665.00,84,Auvergne-Rhône-Alpes,GZ,Commerce,2021-02-23
Activite Partielle,2020-11,1170.00,8995.00,470105.00,84,Auvergne-Rhône-Alpes,HZ,Transports et entreposage,2021-02-23
Activite Partielle,2020-11,15810.00,77100.00,7062625.00,84,Auvergne-Rhône-Alpes,IZ,Hébergement et restauration,2021-02-23
Activite Partielle,2020-11,895.00,4425.00,313400.00,84,Auvergne-Rhône-Alpes,JZ,Information et communication,2021-02-23
Activite Partielle,2020-11,890.00,2835.00,200605.00,84,Auvergne-Rhône-Alpes,KZ,Act. financières et d'assurance,2021-02-23
Activite Partielle,2020-11,1700.00,4625.00,403295.00,84,Auvergne-Rhône-Alpes,LZ,Activités immobilières,2021-02-23
Activite Partielle,2020-11,5765.00,30925.00,1964345.00,84,Auvergne-Rhône-Alpes,MN,Act. scientif. et tech. ; services admin. et de soutien,2021-02-23
Activite Partielle,2020-11,2855.00,10925.00,607400.00,84,Auvergne-Rhône-Alpes,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2021-02-23
Activite Partielle,2020-11,12560.00,43085.00,3354350.00,84,Auvergne-Rhône-Alpes,RU,Autres activités de services,2021-02-23
Activite Partielle,2020-12,175.00,375.00,31630.00,84,Auvergne-Rhône-Alpes,AZ,"Agriculture, sylviculture et pêche",2021-02-23
Activite Partielle,2020-12,1060.00,4810.00,277475.00,84,Auvergne-Rhône-Alpes,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2021-02-23
Activite Partielle,2020-12,305.00,3385.00,131920.00,84,Auvergne-Rhône-Alpes,C3,Fabr. d'équipements ; fabrication de machines,2021-02-23
Activite Partielle,2020-12,55.00,1045.00,41770.00,84,Auvergne-Rhône-Alpes,C4,Fabrication de matériels de transport,2021-02-23
Activite Partielle,2020-12,2005.00,18410.00,741140.00,84,Auvergne-Rhône-Alpes,C5,Fabrication d'autres produits indus.,2021-02-23
Activite Partielle,2020-12,90.00,360.00,28005.00,84,Auvergne-Rhône-Alpes,DE,Industries extractives,2021-02-23
Activite Partielle,2020-12,1065.00,3195.00,267775.00,84,Auvergne-Rhône-Alpes,FZ,Construction,2021-02-23
Activite Partielle,2020-12,7200.00,26815.00,1605375.00,84,Auvergne-Rhône-Alpes,GZ,Commerce,2021-02-23
Activite Partielle,2020-12,1125.00,16465.00,1126985.00,84,Auvergne-Rhône-Alpes,HZ,Transports et entreposage,2021-02-23
Activite Partielle,2020-12,17445.00,81565.00,8137545.00,84,Auvergne-Rhône-Alpes,IZ,Hébergement et restauration,2021-02-23
Activite Partielle,2020-12,785.00,3570.00,268705.00,84,Auvergne-Rhône-Alpes,JZ,Information et communication,2021-02-23
Activite Partielle,2020-12,725.00,2455.00,188790.00,84,Auvergne-Rhône-Alpes,KZ,Act. financières et d'assurance,2021-02-23
Activite Partielle,2020-12,800.00,2110.00,143210.00,84,Auvergne-Rhône-Alpes,LZ,Activités immobilières,2021-02-23
Activite Partielle,2020-12,5025.00,24075.00,1599745.00,84,Auvergne-Rhône-Alpes,MN,Act. scientif. et tech. ; services admin. et de soutien,2021-02-23
Activite Partielle,2020-12,1945.00,6585.00,267790.00,84,Auvergne-Rhône-Alpes,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2021-02-23
Activite Partielle,2020-12,7275.00,28675.00,1759700.00,84,Auvergne-Rhône-Alpes,RU,Autres activités de services,2021-02-23
Activite Partielle,2021-01,85.00,185.00,14340.00,84,Auvergne-Rhône-Alpes,AZ,"Agriculture, sylviculture et pêche",2021-02-23
Activite Partielle,2021-01,725.00,2850.00,159135.00,84,Auvergne-Rhône-Alpes,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2021-02-23
Activite Partielle,2021-01,140.00,1320.00,54420.00,84,Auvergne-Rhône-Alpes,C3,Fabr. d'équipements ; fabrication de machines,2021-02-23
Activite Partielle,2021-01,20.00,430.00,15905.00,84,Auvergne-Rhône-Alpes,C4,Fabrication de matériels de transport,2021-02-23
Activite Partielle,2021-01,1050.00,7745.00,345745.00,84,Auvergne-Rhône-Alpes,C5,Fabrication d'autres produits indus.,2021-02-23
Activite Partielle,2021-01,40.00,195.00,13965.00,84,Auvergne-Rhône-Alpes,DE,Industries extractives,2021-02-23
Activite Partielle,2021-01,590.00,2050.00,167820.00,84,Auvergne-Rhône-Alpes,FZ,Construction,2021-02-23
Activite Partielle,2021-01,4730.00,15895.00,936850.00,84,Auvergne-Rhône-Alpes,GZ,Commerce,2021-02-23
Activite Partielle,2021-01,665.00,11595.00,1188520.00,84,Auvergne-Rhône-Alpes,HZ,Transports et entreposage,2021-02-23
Activite Partielle,2021-01,12380.00,58390.00,5510305.00,84,Auvergne-Rhône-Alpes,IZ,Hébergement et restauration,2021-02-23
Activite Partielle,2021-01,405.00,1805.00,142905.00,84,Auvergne-Rhône-Alpes,JZ,Information et communication,2021-02-23
Activite Partielle,2021-01,385.00,1270.00,95895.00,84,Auvergne-Rhône-Alpes,KZ,Act. financières et d'assurance,2021-02-23
Activite Partielle,2021-01,330.00,870.00,74155.00,84,Auvergne-Rhône-Alpes,LZ,Activités immobilières,2021-02-23
Activite Partielle,2021-01,2725.00,12105.00,821210.00,84,Auvergne-Rhône-Alpes,MN,Act. scientif. et tech. ; services admin. et de soutien,2021-02-23
Activite Partielle,2021-01,870.00,3060.00,146775.00,84,Auvergne-Rhône-Alpes,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2021-02-23
Activite Partielle,2021-01,4715.00,18745.00,1131795.00,84,Auvergne-Rhône-Alpes,RU,Autres activités de services,2021-02-23
Activite Partielle,2020-03,345.00,940.00,41175.00,27,Bourgogne-Franche-Comté,AZ,"Agriculture, sylviculture et pêche",2021-02-23
Activite Partielle,2020-03,865.00,3825.00,154055.00,27,Bourgogne-Franche-Comté,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2021-02-23
Activite Partielle,2020-03,0.00,5.00,150.00,27,Bourgogne-Franche-Comté,C2,Cokéfaction et raffinage,2021-02-23
Activite Partielle,2020-03,285.00,6895.00,287255.00,27,Bourgogne-Franche-Comté,C3,Fabr. d'équipements ; fabrication de machines,2021-02-23
Activite Partielle,2020-03,100.00,11835.00,543535.00,27,Bourgogne-Franche-Comté,C4,Fabrication de matériels de transport,2021-02-23
Activite Partielle,2020-03,2285.00,36450.00,1605070.00,27,Bourgogne-Franche-Comté,C5,Fabrication d'autres produits indus.,2021-02-23
Activite Partielle,2020-03,270.00,1825.00,75795.00,27,Bourgogne-Franche-Comté,DE,Industries extractives,2021-02-23
Activite Partielle,2020-03,5210.00,29600.00,1408920.00,27,Bourgogne-Franche-Comté,FZ,Construction,2021-02-23
Activite Partielle,2020-03,9420.00,45830.00,2280940.00,27,Bourgogne-Franche-Comté,GZ,Commerce,2021-02-23
Activite Partielle,2020-03,1145.00,12975.00,521550.00,27,Bourgogne-Franche-Comté,HZ,Transports et entreposage,2021-02-23
Activite Partielle,2020-03,4910.00,24370.00,1327905.00,27,Bourgogne-Franche-Comté,IZ,Hébergement et restauration,2021-02-23
Activite Partielle,2020-03,310.00,1250.00,59975.00,27,Bourgogne-Franche-Comté,JZ,Information et communication,2021-02-23
Activite Partielle,2020-03,775.00,2230.00,91580.00,27,Bourgogne-Franche-Comté,KZ,Act. financières et d'assurance,2021-02-23
Activite Partielle,2020-03,565.00,2050.00,93770.00,27,Bourgogne-Franche-Comté,LZ,Activités immobilières,2021-02-23
Activite Partielle,2020-03,4190.00,38970.00,1448070.00,27,Bourgogne-Franche-Comté,MN,Act. scientif. et tech. ; services admin. et de soutien,2021-02-23
Activite Partielle,2020-03,2810.00,16965.00,589510.00,27,Bourgogne-Franche-Comté,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2021-02-23
Activite Partielle,2020-03,3985.00,15260.00,704000.00,27,Bourgogne-Franche-Comté,RU,Autres activités de services,2021-02-23
Activite Partielle,2020-04,460.00,1335.00,112280.00,27,Bourgogne-Franche-Comté,AZ,"Agriculture, sylviculture et pêche",2021-02-23
Activite Partielle,2020-04,1165.00,6210.00,516875.00,27,Bourgogne-Franche-Comté,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2021-02-23
Activite Partielle,2020-04,5.00,25.00,2370.00,27,Bourgogne-Franche-Comté,C2,Cokéfaction et raffinage,2021-02-23
