dispositif,mois,nombre_demandes_deposees,nombre_salaries_concernes,nombre_heures_demandees,reg,libelle_region,code_section_nace17,libelle_section_nace17,date_maj
Activite Partielle,2020-04,10660.00,67980.00,5166785.00,84,Auvergne-Rhône-Alpes,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-10-27
Activite Partielle,2020-04,15160.00,64555.00,6105305.00,84,Auvergne-Rhône-Alpes,RU,Autres activités de services,2020-10-27
Activite Partielle,2020-05,670.00,1460.00,81510.00,84,Auvergne-Rhône-Alpes,AZ,"Agriculture, sylviculture et pêche",2020-10-27
Activite Partielle,2020-05,3235.00,16930.00,1020405.00,84,Auvergne-Rhône-Alpes,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-10-27
Activite Partielle,2020-05,1215.00,25875.00,1216205.00,84,Auvergne-Rhône-Alpes,C3,Fabr. d'équipements ; fabrication de machines,2020-10-27
Activite Partielle,2020-05,260.00,15070.00,891625.00,84,Auvergne-Rhône-Alpes,C4,Fabrication de matériels de transport,2020-10-27
Activite Partielle,2020-05,7645.00,89655.00,4782050.00,84,Auvergne-Rhône-Alpes,C5,Fabrication d'autres produits indus.,2020-10-27
Activite Partielle,2020-05,780.00,6265.00,314295.00,84,Auvergne-Rhône-Alpes,DE,Industries extractives,2020-10-27
Activite Partielle,2020-05,13785.00,59140.00,3248965.00,84,Auvergne-Rhône-Alpes,FZ,Construction,2020-10-27
Activite Partielle,2020-05,30225.00,146750.00,7771340.00,84,Auvergne-Rhône-Alpes,GZ,Commerce,2020-10-27
Activite Partielle,2020-05,4005.00,49965.00,2549975.00,84,Auvergne-Rhône-Alpes,HZ,Transports et entreposage,2020-10-27
Activite Partielle,2020-05,17260.00,89300.00,8207410.00,84,Auvergne-Rhône-Alpes,IZ,Hébergement et restauration,2020-10-27
Activite Partielle,2020-05,2440.00,18625.00,1173205.00,84,Auvergne-Rhône-Alpes,JZ,Information et communication,2020-10-27
Activite Partielle,2020-05,3490.00,12455.00,725540.00,84,Auvergne-Rhône-Alpes,KZ,Act. financières et d'assurance,2020-10-27
Activite Partielle,2020-05,2680.00,10235.00,495450.00,84,Auvergne-Rhône-Alpes,LZ,Activités immobilières,2020-10-27
Activite Partielle,2020-05,17940.00,120900.00,6516020.00,84,Auvergne-Rhône-Alpes,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-10-27
Activite Partielle,2020-05,10165.00,59775.00,2566105.00,84,Auvergne-Rhône-Alpes,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-10-27
Activite Partielle,2020-05,14450.00,58715.00,3222790.00,84,Auvergne-Rhône-Alpes,RU,Autres activités de services,2020-10-27
Activite Partielle,2020-06,250.00,435.00,27440.00,84,Auvergne-Rhône-Alpes,AZ,"Agriculture, sylviculture et pêche",2020-10-27
Activite Partielle,2020-06,1465.00,6600.00,403105.00,84,Auvergne-Rhône-Alpes,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-10-27
Activite Partielle,2020-06,775.00,14215.00,620500.00,84,Auvergne-Rhône-Alpes,C3,Fabr. d'équipements ; fabrication de machines,2020-10-27
Activite Partielle,2020-06,160.00,9770.00,507295.00,84,Auvergne-Rhône-Alpes,C4,Fabrication de matériels de transport,2020-10-27
Activite Partielle,2020-06,4425.00,51885.00,2420085.00,84,Auvergne-Rhône-Alpes,C5,Fabrication d'autres produits indus.,2020-10-27
Activite Partielle,2020-06,330.00,1380.00,72290.00,84,Auvergne-Rhône-Alpes,DE,Industries extractives,2020-10-27
Activite Partielle,2020-06,4015.00,11170.00,733675.00,84,Auvergne-Rhône-Alpes,FZ,Construction,2020-10-27
Activite Partielle,2020-06,11355.00,43105.00,2289835.00,84,Auvergne-Rhône-Alpes,GZ,Commerce,2020-10-27
Activite Partielle,2020-06,2090.00,20205.00,1012285.00,84,Auvergne-Rhône-Alpes,HZ,Transports et entreposage,2020-10-27
Activite Partielle,2020-06,10910.00,50735.00,3276745.00,84,Auvergne-Rhône-Alpes,IZ,Hébergement et restauration,2020-10-27
Activite Partielle,2020-06,1520.00,11100.00,690425.00,84,Auvergne-Rhône-Alpes,JZ,Information et communication,2020-10-27
Activite Partielle,2020-06,1345.00,5015.00,319650.00,84,Auvergne-Rhône-Alpes,KZ,Act. financières et d'assurance,2020-10-27
Activite Partielle,2020-06,770.00,1755.00,119105.00,84,Auvergne-Rhône-Alpes,LZ,Activités immobilières,2020-10-27
Activite Partielle,2020-06,9050.00,50490.00,2946840.00,84,Auvergne-Rhône-Alpes,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-10-27
Activite Partielle,2020-06,4245.00,20795.00,866225.00,84,Auvergne-Rhône-Alpes,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-10-27
Activite Partielle,2020-06,6930.00,29180.00,1501185.00,84,Auvergne-Rhône-Alpes,RU,Autres activités de services,2020-10-27
Activite Partielle,2020-07,105.00,225.00,10075.00,84,Auvergne-Rhône-Alpes,AZ,"Agriculture, sylviculture et pêche",2020-10-27
Activite Partielle,2020-07,720.00,2755.00,153195.00,84,Auvergne-Rhône-Alpes,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-10-27
Activite Partielle,2020-07,500.00,9465.00,367770.00,84,Auvergne-Rhône-Alpes,C3,Fabr. d'équipements ; fabrication de machines,2020-10-27
Activite Partielle,2020-07,105.00,6650.00,265350.00,84,Auvergne-Rhône-Alpes,C4,Fabrication de matériels de transport,2020-10-27
Activite Partielle,2020-07,2845.00,33660.00,1419165.00,84,Auvergne-Rhône-Alpes,C5,Fabrication d'autres produits indus.,2020-10-27
Activite Partielle,2020-07,120.00,475.00,30710.00,84,Auvergne-Rhône-Alpes,DE,Industries extractives,2020-10-27
Activite Partielle,2020-07,1620.00,3730.00,251560.00,84,Auvergne-Rhône-Alpes,FZ,Construction,2020-10-27
Activite Partielle,2020-07,5190.00,18195.00,931140.00,84,Auvergne-Rhône-Alpes,GZ,Commerce,2020-10-27
Activite Partielle,2020-07,1220.00,9545.00,495860.00,84,Auvergne-Rhône-Alpes,HZ,Transports et entreposage,2020-10-27
Activite Partielle,2020-07,7230.00,29085.00,1775940.00,84,Auvergne-Rhône-Alpes,IZ,Hébergement et restauration,2020-10-27
Activite Partielle,2020-07,960.00,6330.00,394580.00,84,Auvergne-Rhône-Alpes,JZ,Information et communication,2020-10-27
Activite Partielle,2020-07,630.00,2605.00,144650.00,84,Auvergne-Rhône-Alpes,KZ,Act. financières et d'assurance,2020-10-27
Activite Partielle,2020-07,335.00,705.00,46945.00,84,Auvergne-Rhône-Alpes,LZ,Activités immobilières,2020-10-27
Activite Partielle,2020-07,5135.00,27105.00,1584485.00,84,Auvergne-Rhône-Alpes,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-10-27
Activite Partielle,2020-07,1940.00,6580.00,298020.00,84,Auvergne-Rhône-Alpes,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-10-27
Activite Partielle,2020-07,3645.00,13630.00,658605.00,84,Auvergne-Rhône-Alpes,RU,Autres activités de services,2020-10-27
Activite Partielle,2020-08,45.00,115.00,6890.00,84,Auvergne-Rhône-Alpes,AZ,"Agriculture, sylviculture et pêche",2020-10-27
Activite Partielle,2020-08,355.00,1360.00,72920.00,84,Auvergne-Rhône-Alpes,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-10-27
Activite Partielle,2020-08,280.00,4155.00,111220.00,84,Auvergne-Rhône-Alpes,C3,Fabr. d'équipements ; fabrication de machines,2020-10-27
Activite Partielle,2020-08,65.00,1445.00,42415.00,84,Auvergne-Rhône-Alpes,C4,Fabrication de matériels de transport,2020-10-27
Activite Partielle,2020-08,1420.00,13565.00,404570.00,84,Auvergne-Rhône-Alpes,C5,Fabrication d'autres produits indus.,2020-10-27
Activite Partielle,2020-08,65.00,260.00,14260.00,84,Auvergne-Rhône-Alpes,DE,Industries extractives,2020-10-27
Activite Partielle,2020-08,585.00,1445.00,104330.00,84,Auvergne-Rhône-Alpes,FZ,Construction,2020-10-27
Activite Partielle,2020-08,2465.00,8165.00,373315.00,84,Auvergne-Rhône-Alpes,GZ,Commerce,2020-10-27
Activite Partielle,2020-08,730.00,5335.00,260145.00,84,Auvergne-Rhône-Alpes,HZ,Transports et entreposage,2020-10-27
Activite Partielle,2020-08,4560.00,16870.00,919395.00,84,Auvergne-Rhône-Alpes,IZ,Hébergement et restauration,2020-10-27
Activite Partielle,2020-08,590.00,3525.00,175090.00,84,Auvergne-Rhône-Alpes,JZ,Information et communication,2020-10-27
Activite Partielle,2020-08,315.00,1615.00,77015.00,84,Auvergne-Rhône-Alpes,KZ,Act. financières et d'assurance,2020-10-27
Activite Partielle,2020-08,150.00,390.00,25970.00,84,Auvergne-Rhône-Alpes,LZ,Activités immobilières,2020-10-27
Activite Partielle,2020-08,3040.00,14295.00,701765.00,84,Auvergne-Rhône-Alpes,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-10-27
Activite Partielle,2020-08,840.00,2465.00,109920.00,84,Auvergne-Rhône-Alpes,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-10-27
Activite Partielle,2020-08,1920.00,6530.00,291400.00,84,Auvergne-Rhône-Alpes,RU,Autres activités de services,2020-10-27
Activite Partielle,2020-09,20.00,65.00,2790.00,84,Auvergne-Rhône-Alpes,AZ,"Agriculture, sylviculture et pêche",2020-10-27
Activite Partielle,2020-09,180.00,630.00,34575.00,84,Auvergne-Rhône-Alpes,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-10-27
Activite Partielle,2020-09,180.00,2115.00,88075.00,84,Auvergne-Rhône-Alpes,C3,Fabr. d'équipements ; fabrication de machines,2020-10-27
Activite Partielle,2020-09,35.00,505.00,20890.00,84,Auvergne-Rhône-Alpes,C4,Fabrication de matériels de transport,2020-10-27
Activite Partielle,2020-09,1140.00,9340.00,409840.00,84,Auvergne-Rhône-Alpes,C5,Fabrication d'autres produits indus.,2020-10-27
Activite Partielle,2020-09,40.00,170.00,12270.00,84,Auvergne-Rhône-Alpes,DE,Industries extractives,2020-10-27
Activite Partielle,2020-09,330.00,910.00,68585.00,84,Auvergne-Rhône-Alpes,FZ,Construction,2020-10-27
Activite Partielle,2020-09,1465.00,4735.00,274275.00,84,Auvergne-Rhône-Alpes,GZ,Commerce,2020-10-27
Activite Partielle,2020-09,360.00,2470.00,134400.00,84,Auvergne-Rhône-Alpes,HZ,Transports et entreposage,2020-10-27
Activite Partielle,2020-09,2995.00,10815.00,627870.00,84,Auvergne-Rhône-Alpes,IZ,Hébergement et restauration,2020-10-27
Activite Partielle,2020-09,365.00,2055.00,123635.00,84,Auvergne-Rhône-Alpes,JZ,Information et communication,2020-10-27
Activite Partielle,2020-09,195.00,985.00,57900.00,84,Auvergne-Rhône-Alpes,KZ,Act. financières et d'assurance,2020-10-27
Activite Partielle,2020-09,90.00,225.00,13570.00,84,Auvergne-Rhône-Alpes,LZ,Activités immobilières,2020-10-27
Activite Partielle,2020-09,1885.00,8290.00,572885.00,84,Auvergne-Rhône-Alpes,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-10-27
Activite Partielle,2020-09,415.00,1090.00,47530.00,84,Auvergne-Rhône-Alpes,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-10-27
Activite Partielle,2020-09,1165.00,3935.00,209095.00,84,Auvergne-Rhône-Alpes,RU,Autres activités de services,2020-10-27
Activite Partielle,2020-03,340.00,910.00,39710.00,27,Bourgogne-Franche-Comté,AZ,"Agriculture, sylviculture et pêche",2020-10-27
Activite Partielle,2020-03,860.00,3805.00,153280.00,27,Bourgogne-Franche-Comté,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-10-27
Activite Partielle,2020-03,0.00,5.00,150.00,27,Bourgogne-Franche-Comté,C2,Cokéfaction et raffinage,2020-10-27
Activite Partielle,2020-03,285.00,6900.00,287425.00,27,Bourgogne-Franche-Comté,C3,Fabr. d'équipements ; fabrication de machines,2020-10-27
Activite Partielle,2020-03,100.00,10950.00,503470.00,27,Bourgogne-Franche-Comté,C4,Fabrication de matériels de transport,2020-10-27
Activite Partielle,2020-03,2280.00,35665.00,1576385.00,27,Bourgogne-Franche-Comté,C5,Fabrication d'autres produits indus.,2020-10-27
Activite Partielle,2020-03,270.00,1780.00,73925.00,27,Bourgogne-Franche-Comté,DE,Industries extractives,2020-10-27
Activite Partielle,2020-03,5175.00,29420.00,1402325.00,27,Bourgogne-Franche-Comté,FZ,Construction,2020-10-27
Activite Partielle,2020-03,9375.00,45645.00,2269845.00,27,Bourgogne-Franche-Comté,GZ,Commerce,2020-10-27
Activite Partielle,2020-03,1140.00,12710.00,514255.00,27,Bourgogne-Franche-Comté,HZ,Transports et entreposage,2020-10-27
Activite Partielle,2020-03,4890.00,24250.00,1323075.00,27,Bourgogne-Franche-Comté,IZ,Hébergement et restauration,2020-10-27
Activite Partielle,2020-03,305.00,1240.00,59505.00,27,Bourgogne-Franche-Comté,JZ,Information et communication,2020-10-27
Activite Partielle,2020-03,775.00,2230.00,91740.00,27,Bourgogne-Franche-Comté,KZ,Act. financières et d'assurance,2020-10-27
Activite Partielle,2020-03,560.00,2045.00,93545.00,27,Bourgogne-Franche-Comté,LZ,Activités immobilières,2020-10-27
Activite Partielle,2020-03,4140.00,38005.00,1410785.00,27,Bourgogne-Franche-Comté,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-10-27
Activite Partielle,2020-03,2755.00,16360.00,566675.00,27,Bourgogne-Franche-Comté,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-10-27
Activite Partielle,2020-03,3935.00,15005.00,694615.00,27,Bourgogne-Franche-Comté,RU,Autres activités de services,2020-10-27
Activite Partielle,2020-04,450.00,1295.00,109630.00,27,Bourgogne-Franche-Comté,AZ,"Agriculture, sylviculture et pêche",2020-10-27
Activite Partielle,2020-04,1155.00,6175.00,515665.00,27,Bourgogne-Franche-Comté,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-10-27
Activite Partielle,2020-04,5.00,25.00,2370.00,27,Bourgogne-Franche-Comté,C2,Cokéfaction et raffinage,2020-10-27
Activite Partielle,2020-04,330.00,10000.00,786195.00,27,Bourgogne-Franche-Comté,C3,Fabr. d'équipements ; fabrication de machines,2020-10-27
Activite Partielle,2020-04,115.00,16610.00,1694460.00,27,Bourgogne-Franche-Comté,C4,Fabrication de matériels de transport,2020-10-27
Activite Partielle,2020-04,2580.00,44710.00,3893930.00,27,Bourgogne-Franche-Comté,C5,Fabrication d'autres produits indus.,2020-10-27
Activite Partielle,2020-04,325.00,2935.00,224775.00,27,Bourgogne-Franche-Comté,DE,Industries extractives,2020-10-27
Activite Partielle,2020-04,5455.00,33555.00,3259490.00,27,Bourgogne-Franche-Comté,FZ,Construction,2020-10-27
Activite Partielle,2020-04,10565.00,56325.00,5981440.00,27,Bourgogne-Franche-Comté,GZ,Commerce,2020-10-27
Activite Partielle,2020-04,1305.00,18830.00,1448045.00,27,Bourgogne-Franche-Comté,HZ,Transports et entreposage,2020-10-27
Activite Partielle,2020-04,5185.00,26230.00,3239410.00,27,Bourgogne-Franche-Comté,IZ,Hébergement et restauration,2020-10-27
Activite Partielle,2020-04,410.00,1780.00,174450.00,27,Bourgogne-Franche-Comté,JZ,Information et communication,2020-10-27
Activite Partielle,2020-04,1050.00,3385.00,303840.00,27,Bourgogne-Franche-Comté,KZ,Act. financières et d'assurance,2020-10-27
Activite Partielle,2020-04,645.00,2570.00,273770.00,27,Bourgogne-Franche-Comté,LZ,Activités immobilières,2020-10-27
Activite Partielle,2020-04,4865.00,39250.00,3062410.00,27,Bourgogne-Franche-Comté,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-10-27
Activite Partielle,2020-04,3200.00,19690.00,1368255.00,27,Bourgogne-Franche-Comté,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-10-27
Activite Partielle,2020-04,4580.00,17865.00,1795625.00,27,Bourgogne-Franche-Comté,RU,Autres activités de services,2020-10-27
Activite Partielle,2020-05,425.00,1010.00,62330.00,27,Bourgogne-Franche-Comté,AZ,"Agriculture, sylviculture et pêche",2020-10-27
Activite Partielle,2020-05,1135.00,6100.00,359035.00,27,Bourgogne-Franche-Comté,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-10-27
Activite Partielle,2020-05,0.00,15.00,385.00,27,Bourgogne-Franche-Comté,C2,Cokéfaction et raffinage,2020-10-27
Activite Partielle,2020-05,325.00,7700.00,392665.00,27,Bourgogne-Franche-Comté,C3,Fabr. d'équipements ; fabrication de machines,2020-10-27
Activite Partielle,2020-05,105.00,15505.00,1006920.00,27,Bourgogne-Franche-Comté,C4,Fabrication de matériels de transport,2020-10-27
Activite Partielle,2020-05,2380.00,35370.00,1994605.00,27,Bourgogne-Franche-Comté,C5,Fabrication d'autres produits indus.,2020-10-27
Activite Partielle,2020-05,275.00,1975.00,102815.00,27,Bourgogne-Franche-Comté,DE,Industries extractives,2020-10-27
Activite Partielle,2020-05,3765.00,16000.00,857385.00,27,Bourgogne-Franche-Comté,FZ,Construction,2020-10-27
Activite Partielle,2020-05,9650.00,43500.00,2230475.00,27,Bourgogne-Franche-Comté,GZ,Commerce,2020-10-27
Activite Partielle,2020-05,1175.00,15135.00,819850.00,27,Bourgogne-Franche-Comté,HZ,Transports et entreposage,2020-10-27
Activite Partielle,2020-05,4980.00,25030.00,2379035.00,27,Bourgogne-Franche-Comté,IZ,Hébergement et restauration,2020-10-27
Activite Partielle,2020-05,400.00,1570.00,107670.00,27,Bourgogne-Franche-Comté,JZ,Information et communication,2020-10-27
Activite Partielle,2020-05,965.00,2970.00,155250.00,27,Bourgogne-Franche-Comté,KZ,Act. financières et d'assurance,2020-10-27
Activite Partielle,2020-05,580.00,2275.00,102835.00,27,Bourgogne-Franche-Comté,LZ,Activités immobilières,2020-10-27
Activite Partielle,2020-05,4350.00,29840.00,1574040.00,27,Bourgogne-Franche-Comté,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-10-27
Activite Partielle,2020-05,3110.00,16915.00,689885.00,27,Bourgogne-Franche-Comté,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-10-27
Activite Partielle,2020-05,4395.00,16740.00,924875.00,27,Bourgogne-Franche-Comté,RU,Autres activités de services,2020-10-27
Activite Partielle,2020-06,170.00,355.00,25280.00,27,Bourgogne-Franche-Comté,AZ,"Agriculture, sylviculture et pêche",2020-10-27
Activite Partielle,2020-06,540.00,2735.00,144165.00,27,Bourgogne-Franche-Comté,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-10-27
Activite Partielle,2020-06,230.00,4510.00,199630.00,27,Bourgogne-Franche-Comté,C3,Fabr. d'équipements ; fabrication de machines,2020-10-27
Activite Partielle,2020-06,80.00,9150.00,430820.00,27,Bourgogne-Franche-Comté,C4,Fabrication de matériels de transport,2020-10-27
Activite Partielle,2020-06,1380.00,20120.00,981065.00,27,Bourgogne-Franche-Comté,C5,Fabrication d'autres produits indus.,2020-10-27
Activite Partielle,2020-06,115.00,605.00,31250.00,27,Bourgogne-Franche-Comté,DE,Industries extractives,2020-10-27
Activite Partielle,2020-06,955.00,2495.00,151220.00,27,Bourgogne-Franche-Comté,FZ,Construction,2020-10-27
Activite Partielle,2020-06,3300.00,11025.00,568530.00,27,Bourgogne-Franche-Comté,GZ,Commerce,2020-10-27
Activite Partielle,2020-06,665.00,6095.00,245905.00,27,Bourgogne-Franche-Comté,HZ,Transports et entreposage,2020-10-27
Activite Partielle,2020-06,3335.00,15940.00,929995.00,27,Bourgogne-Franche-Comté,IZ,Hébergement et restauration,2020-10-27
Activite Partielle,2020-06,230.00,800.00,52530.00,27,Bourgogne-Franche-Comté,JZ,Information et communication,2020-10-27
Activite Partielle,2020-06,330.00,945.00,51480.00,27,Bourgogne-Franche-Comté,KZ,Act. financières et d'assurance,2020-10-27
Activite Partielle,2020-06,135.00,310.00,22460.00,27,Bourgogne-Franche-Comté,LZ,Activités immobilières,2020-10-27
Activite Partielle,2020-06,2075.00,11630.00,706020.00,27,Bourgogne-Franche-Comté,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-10-27
Activite Partielle,2020-06,1170.00,4850.00,202065.00,27,Bourgogne-Franche-Comté,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-10-27
Activite Partielle,2020-06,1955.00,7930.00,433775.00,27,Bourgogne-Franche-Comté,RU,Autres activités de services,2020-10-27
Activite Partielle,2020-07,55.00,125.00,7400.00,27,Bourgogne-Franche-Comté,AZ,"Agriculture, sylviculture et pêche",2020-10-27
Activite Partielle,2020-07,260.00,1045.00,58245.00,27,Bourgogne-Franche-Comté,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-10-27
Activite Partielle,2020-07,145.00,2605.00,108795.00,27,Bourgogne-Franche-Comté,C3,Fabr. d'équipements ; fabrication de machines,2020-10-27
Activite Partielle,2020-07,60.00,5720.00,211195.00,27,Bourgogne-Franche-Comté,C4,Fabrication de matériels de transport,2020-10-27
Activite Partielle,2020-07,935.00,13960.00,549900.00,27,Bourgogne-Franche-Comté,C5,Fabrication d'autres produits indus.,2020-10-27
Activite Partielle,2020-07,40.00,220.00,12770.00,27,Bourgogne-Franche-Comté,DE,Industries extractives,2020-10-27
Activite Partielle,2020-07,330.00,920.00,55035.00,27,Bourgogne-Franche-Comté,FZ,Construction,2020-10-27
Activite Partielle,2020-07,1400.00,3975.00,211355.00,27,Bourgogne-Franche-Comté,GZ,Commerce,2020-10-27
Activite Partielle,2020-07,375.00,2315.00,95860.00,27,Bourgogne-Franche-Comté,HZ,Transports et entreposage,2020-10-27
Activite Partielle,2020-07,2010.00,7855.00,402750.00,27,Bourgogne-Franche-Comté,IZ,Hébergement et restauration,2020-10-27
Activite Partielle,2020-07,135.00,365.00,21445.00,27,Bourgogne-Franche-Comté,JZ,Information et communication,2020-10-27
Activite Partielle,2020-07,145.00,375.00,20435.00,27,Bourgogne-Franche-Comté,KZ,Act. financières et d'assurance,2020-10-27
Activite Partielle,2020-07,65.00,215.00,21325.00,27,Bourgogne-Franche-Comté,LZ,Activités immobilières,2020-10-27
Activite Partielle,2020-07,1110.00,5575.00,346435.00,27,Bourgogne-Franche-Comté,MN,Act. scientif. et tech. ; services admin. et de soutien,2020-10-27
Activite Partielle,2020-07,485.00,1415.00,69640.00,27,Bourgogne-Franche-Comté,OQ,"Admin. publique - enseignement, santé humaine et action sociale",2020-10-27
Activite Partielle,2020-07,1030.00,3520.00,173495.00,27,Bourgogne-Franche-Comté,RU,Autres activités de services,2020-10-27
Activite Partielle,2020-08,25.00,45.00,1935.00,27,Bourgogne-Franche-Comté,AZ,"Agriculture, sylviculture et pêche",2020-10-27
Activite Partielle,2020-08,115.00,545.00,25250.00,27,Bourgogne-Franche-Comté,C1,Fabr. de denrées alimentaires - boissons et prod. à base de tabac de boissons et de produits à base de tabac,2020-10-27
